SY,Date,Site,Plot,Quadrat,Water_depth_cm,Tall_seedling_cm,Tall_seedling_sp,Tall_sapling_cm,Tall_sapling_sp,MD_cover,RHMA_props_roots,RHMA_props_noroots,RHMA_propagules,RHMA_seedlings,RHMA_saplings,LARA_props_roots,LARA_props_noroots,LARA_propagules,LARA_seedlings,LARA_saplings,AVGE_props_roots,AVGE_props_noroots,AVGE_propagules,AVGE_seedlings,AVGE_saplings,Total_saplings,Notes
2022,10/19/2021,STEER Basin,A,East,9.5,0,,0,,little,0,0,0,0,0,0,3,3,0,0,1,2,3,0,0,0,
2022,10/19/2021,STEER Basin,A,North,14.9,0,,0,,none,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,
2022,10/19/2021,STEER Basin,A,South,10.2,0,,0,,none,0,0,0,0,0,2,1,3,0,0,1,1,2,0,0,0,
2022,10/19/2021,STEER Basin,A,West,9.8,11.4,AVGE,0,,little,0,0,0,0,0,0,1,1,1,0,2,0,2,1,0,0,
2022,2/22/2022,STEER Basin,B,East,16.2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in pool of water
2022,2/22/2022,STEER Basin,B,North,1.1,23.9,RHMA,0,,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/22/2022,STEER Basin,B,South,0,26.9,LARA,149,LARA,none,1,0,1,0,1,0,0,0,3,3,0,0,0,0,1,5,
2022,2/22/2022,STEER Basin,B,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in pool of water
2022,2/22/2022,STEER Basin,C,East,0,9.8,AVGE,106.3,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,5,
2022,2/22/2022,STEER Basin,C,North,8.9,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/22/2022,STEER Basin,C,South,1.3,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/22/2022,STEER Basin,C,West,1.5,0,,196.5,RHMA,moderate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,tallest sapling has flowers and mature props
2022,10/15/2021,STEER Fringe,A,East,9.7,0,,235,RHMA,none,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,
2022,10/15/2021,STEER Fringe,A,North,9.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/15/2021,STEER Fringe,A,South,7.4,0,,229,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2022,10/15/2021,STEER Fringe,A,West,9.5,0,,245,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2022,10/15/2021,STEER Fringe,B,East,3.8,0,,359.5,RHMA,none,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,
2022,10/15/2021,STEER Fringe,B,North,11.7,0,,161,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2022,10/15/2021,STEER Fringe,B,South,5,0,,285,RHMA,none,1,1,2,0,13,0,5,5,0,0,0,1,1,0,0,13,
2022,10/15/2021,STEER Fringe,B,West,4,0,,400,RHMA,moderate,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,
2022,10/15/2021,STEER Fringe,C,East,9.9,0,,253.5,RHMA,lots,0,0,0,0,3,4,20,24,0,0,0,0,0,0,0,3,
2022,10/15/2021,STEER Fringe,C,North,11.2,0,,0,,none,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,
2022,10/15/2021,STEER Fringe,C,South,36,0,,0,,none,0,0,0,0,0,2,21,23,0,0,0,0,0,0,0,0,
2022,10/15/2021,STEER Fringe,C,West,10.9,0,,0,,none,0,0,0,0,0,5,72,77,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,A,East,8,0,,518.16,LARA,none,2,1,3,0,4,0,1,1,0,0,0,0,0,0,0,4,tallest sapling 17 ft
2022,12/2/2021,Turner Bay,A,North,6,47,RHMA,46,LARA,none,0,5,5,1,0,0,0,0,1,1,0,0,0,0,0,1,
2022,12/2/2021,Turner Bay,A,South,13.5,39.5,RHMA,240,RHMA,none,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,
2022,12/2/2021,Turner Bay,A,West,13,0,,0,,none,1,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,B,East,47.9,0,,0,,none,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,B,North,44,49,RHMA,56,RHMA,none,3,4,7,8,1,0,0,0,0,0,0,0,0,0,0,1,
2022,12/2/2021,Turner Bay,B,South,45.3,40,RHMA,0,,none,2,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,B,West,28.6,40,RHMA,0,,none,2,11,13,15,0,0,0,0,6,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,C,East,17.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,C,North,18.5,40.1,,0,,none,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/2/2021,Turner Bay,C,South,4,45.3,RHMA,550,LARA,none,3,3,6,3,2,0,0,0,0,5,0,0,0,0,0,7,
2022,12/2/2021,Turner Bay,C,West,8,57.1,RHMA,0,,lots,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,A,East,6,31.71,LARA,0,,lots,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,A,North,7,0,,210,LARA,little,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,A,South,0,0,,0,,lots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,A,West,0,0,,0,,none,0,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,B,East,4.8,0,,0,,moderate,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,B,North,18.1,0,,0,,lots,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,B,South,5.5,0,,0,,none,0,1,1,0,0,0,12,12,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,B,West,4,0,,0,,lots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/28/2021,Vessup Bay,C,East,0.8,0,,0,,moderate,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,"N QUAD:1 seed broken, 1 seed, herb. All plot very mucky with little water, all plots have marine debris"
2022,9/28/2021,Vessup Bay,C,North,1.7,0,,0,,lots,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"N QUAD:1 seed broken, 1 seed, herb. All plot very mucky with little water, all plots have marine debris"
2022,9/28/2021,Vessup Bay,C,South,1.7,0,,0,,moderate,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,"N QUAD:1 seed broken, 1 seed, herb. All plot very mucky with little water, all plots have marine debris"
2022,9/28/2021,Vessup Bay,C,West,2,0,,0,,moderate,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,"N QUAD:1 seed broken, 1 seed, herb. All plot very mucky with little water, all plots have marine debris"
2022,2/25/2022,Water Creek ,A,East,0,6,LARA,0,,little,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2022,2/25/2022,Water Creek ,A,North,0,9.3,LARA,0,,little,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2022,2/25/2022,Water Creek ,A,South,3,13.8,LARA,203,LARA,none,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,
2022,2/25/2022,Water Creek ,A,West,11.8,24,LARA,0,,little,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2022,2/25/2022,Water Creek ,B,East,0,18,LARA,0,,none,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,
2022,2/25/2022,Water Creek ,B,North,2.5,0,,0,,moderate,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2022,2/25/2022,Water Creek ,B,South,3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/25/2022,Water Creek ,B,West,2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/25/2022,Water Creek ,C,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2/25/2022,Water Creek ,C,North,2.5,11.5,LARA,0,,none,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,
2022,2/25/2022,Water Creek ,C,South,0,10,LARA,0,,little,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2022,2/25/2022,Water Creek ,C,West,15.5,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"old datasheet version used accidently; marine debris listed as categories, not percentage "
2023,11/22/2022,Brewers Bay,A,East,17,16,LARA,0,,none,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,0,
2023,11/22/2022,Brewers Bay,A,North,0,11,LARA,500,LARA,none,0,0,0,0,0,63,178,241,85,1,0,0,0,0,0,1,Herbivory at plot A
2023,11/22/2022,Brewers Bay,A,South,33,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/22/2022,Brewers Bay,A,West,12,18,LARA,800,LARA,none,0,0,0,0,0,60,0,60,52,7,0,0,0,0,0,7,
2023,11/22/2022,Brewers Bay,B,East,1,12.5,LARA,0,,none,0,0,0,0,0,1,52,53,3,0,0,0,0,0,0,0,
2023,11/22/2022,Brewers Bay,B,North,2,44.5,LARA,0,,none,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,0,
2023,11/22/2022,Brewers Bay,B,South,3,6.4,LARA,700,LARA,none,0,0,0,0,0,0,30,30,16,4,0,0,0,0,0,4,
2023,11/22/2022,Brewers Bay,B,West,10,35.4,RHMA,120,LARA,none,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,
2023,11/22/2022,Brewers Bay,C,East,9,0,,0,,none,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,RHMA sapling total adjusted (+1) accordign to sapling datasheet
2023,11/22/2022,Brewers Bay,C,North,30,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/22/2022,Brewers Bay,C,South,3.5,0,,159,RHMA,none,0,0,0,0,8,0,12,12,0,0,0,0,0,0,0,8,
2023,11/22/2022,Brewers Bay,C,West,7,43,RHMA,80.5,RHMA,none,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,12,
2023,2/9/2023,Compass Point,A,East,3,48.5,RHMA,66.3,RHMA,none,6,1,7,49,3,0,0,0,2,0,0,0,0,0,0,3,
2023,2/9/2023,Compass Point,A,North,2,48,RHMA,550,RHMA,none,0,3,3,8,9,0,0,0,0,0,0,0,0,0,0,9,
2023,2/9/2023,Compass Point,A,South,6,47,RHMA,53,RHMA,none,6,4,10,29,4,0,0,0,1,0,0,0,0,0,0,4,
2023,2/9/2023,Compass Point,A,West,3,48,RHMA,202,RHMA,none,5,14,19,16,9,0,0,0,0,0,0,0,0,0,0,9,
2023,2/9/2023,Compass Point,B,East,0,47,RHMA,150,LARA,none,3,0,3,13,0,0,0,0,1,1,0,0,0,0,0,1,
2023,2/9/2023,Compass Point,B,North,0,44.5,RHMA,300,RHMA,none,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,
2023,2/9/2023,Compass Point,B,South,0,50,RHMA,130,RHMA,none,0,6,6,13,3,0,0,0,0,0,0,0,0,0,0,3,
2023,2/9/2023,Compass Point,B,West,4.8,0,,270,RHMA,none,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,
2023,2/9/2023,Compass Point,C,East,0,30,AVGE,165,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,
2023,2/9/2023,Compass Point,C,North,0,0,,133,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
2023,2/9/2023,Compass Point,C,South,0,10,AVGE,105,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
2023,2/9/2023,Compass Point,C,West,0,32,AVGE,290,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
2023,2/22/2023,Francis Bay,A,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,B,North,0.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,B,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,C,East,0,0,,210,LARA,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
2023,2/22/2023,Francis Bay,C,North,0,44,LARA,0,,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Francis Bay,C,South,0,0,,400,LARA,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
2023,2/22/2023,Francis Bay,C,West,3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,A,East,0,30.2,,0,,little,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,styrofoam
2023,2/16/2023,Great Pond,A,North,4,0,,0,,little,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,a plastic bottle
2023,2/16/2023,Great Pond,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,B,East,5.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,B,North,6.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,B,South,5.7,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,B,West,7.3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,C,East,0.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,C,North,1,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,C,South,0.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Great Pond,C,West,2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,A,East,0,41.3,RHMA,400,RHMA,moderate,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,
2023,2/16/2023,Krause Lagoon,A,North,0,42,RHMA,6,RHMA,lots,2,25,27,12,6,0,0,0,0,0,0,0,0,0,0,6,
2023,2/16/2023,Krause Lagoon,A,South,0,46.8,RHMA,475,RHMA,little,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,4,
2023,2/16/2023,Krause Lagoon,A,West,0,27.6,RHMA,420,RHMA,moderate,4,3,7,4,6,0,0,0,0,0,0,0,0,0,0,6,
2023,2/16/2023,Krause Lagoon,B,East,10.4,0,,54.3,,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,2/16/2023,Krause Lagoon,B,North,9,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,B,South,14,0,,24.3,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,2/16/2023,Krause Lagoon,B,West,18.2,0,,0,RHMA,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,C,East,10,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,C,North,13,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,C,South,17,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/16/2023,Krause Lagoon,C,West,44,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Lameshur Bay,A,East,5.5,6,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2023,2/21/2023,Lameshur Bay,A,North,7,9,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2023,2/21/2023,Lameshur Bay,A,South,5,13.5,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2023,2/21/2023,Lameshur Bay,A,West,6.4,0,,345,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
2023,2/21/2023,Lameshur Bay,B,East,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Lameshur Bay,B,North,0,28,LARA,50,AVGE,none,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,
2023,2/21/2023,Lameshur Bay,B,South,5.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Lameshur Bay,B,West,8.1,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Lameshur Bay,C,East,1.5,47.8,RHMA,0,,none,24,26,50,95,1,0,0,0,0,0,0,0,0,0,0,1,
2023,2/21/2023,Lameshur Bay,C,North,4,38.5,RHMA,0,,none,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Lameshur Bay,C,South,0,39,RHMA,0,,none,3,0,3,21,3,0,0,0,0,0,0,0,0,1,0,3,
2023,2/21/2023,Lameshur Bay,C,West,0.4,39.2,RHMA,0,,none,7,3,10,34,0,0,0,0,0,0,0,0,0,2,0,0,
2023,11/11/2022,Magens Bay,A,East,,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,A,North,,0,,355,RHMA,none,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,
2023,11/11/2022,Magens Bay,A,South,,0,,302,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2023,11/11/2022,Magens Bay,A,West,,0,,280,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,11/11/2022,Magens Bay,B,East,,0,,0,,none,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,B,North,,0,,0,,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,B,South,,0,,330,,none,0,0,0,0,2,50,0,50,0,0,0,0,0,0,0,2,
2023,11/11/2022,Magens Bay,B,West,,0,,0,,none,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,C,East,,0,,380,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2023,11/11/2022,Magens Bay,C,North,,0,,415,RHMA,none,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,
2023,11/11/2022,Magens Bay,C,South,,0,,230,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,11/11/2022,Magens Bay,C,West,,0,,470,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2023,11/21/2022,Mandahl Bay,A,East,7.1,7.1,LARA,236,LARA,none,0,0,0,0,0,15,0,15,11,1,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,A,North,1.5,7,LARA,109,LARA,none,0,1,1,0,0,13,0,13,35,4,0,0,0,0,0,4,
2023,11/21/2022,Mandahl Bay,A,South,20.1,10.9,LARA,0,,none,0,0,0,0,0,1,1,2,9,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,A,West,2.9,9,LARA,287,LARA,none,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,10,
2023,11/21/2022,Mandahl Bay,B,East,0,22.9,LARA,0,,little,1,0,1,1,0,0,0,0,41,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,B,North,0,32.1,RHMA,325,LARA,none,2,1,3,2,0,552,480,1032,854,3,0,0,0,0,0,3,
2023,11/21/2022,Mandahl Bay,B,South,20.1,6.8,LARA,0,,none,0,0,0,0,0,29,8,37,46,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,B,West,0,8.5,LARA,102,LARA,little,5,2,7,0,1,298,67,365,1627,0,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,C,East,6.1,43,LARA,169,LARA,none,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,5,LARA sapling total adjusted (+5) according to sapling height datasheet
2023,11/21/2022,Mandahl Bay,C,North,10.1,8.5,LARA,0,,none,0,0,0,0,0,43,0,43,18,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,C,South,0,9.2,LARA,215,LARA,none,0,0,0,0,0,6,3,9,259,1,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,C,West,0,10,LARA,0,,none,0,0,0,0,0,6,0,6,37,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,East,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,South,0,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 dead RHMA prop
2023,2/22/2023,Mary Creek,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,North,4.6,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,West,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,East,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,South,0,8.1,LARA,0,,little,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,West,0,10,LARA,0,,little,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,East,49,0,,97.3,LARA,none,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,4,
2023,11/23/2022,Perseverance Bay,A,North,55.5,0,,0,,none,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,South,41,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,West,55,0,,76.9,RHMA,none,0,2,2,0,3,0,1,1,0,0,0,0,0,0,0,3,
2023,11/23/2022,Perseverance Bay,B,East,60.5,0,,0,,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,North,56,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,South,52,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,West,57.5,0,,62.5,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,11/23/2022,Perseverance Bay,C,East,57.1,0,,102.9,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2023,11/23/2022,Perseverance Bay,C,North,58,0,,99,RHMA,none,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,5,
2023,11/23/2022,Perseverance Bay,C,South,51,0,,161,RHMA,none,2,1,3,0,7,0,0,0,0,0,0,0,0,0,0,7,
2023,11/23/2022,Perseverance Bay,C,West,55,49,RHMA,82,RHMA,none,0,2,2,1,9,0,0,0,0,0,0,0,0,0,0,9,
2023,2/21/2023,Princess Bay,A,East,3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,North,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,South,2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,West,15,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,East,0,45,RHMA,136,RHMA,none,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,
2023,2/21/2023,Princess Bay,B,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,South,6,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,West,7.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,C,East,0,21.5,LARA,0,,none,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,RHMA sapling total adjusted according to sapling field sheet
2023,2/21/2023,Princess Bay,C,North,0,0,,200,LARA,none,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,
2023,2/21/2023,Princess Bay,C,South,2.5,0,,177,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,2/21/2023,Princess Bay,C,West,2.6,8.5,,143.8,RHMA,none,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,
2023,2/23/2023,Reef Bay,A,East,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,A,North,10,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
