SY,Date_surveyed,Site,Plot,Tree_num,Tree_Height_m,Tree_Height_method,Tag_num,Species,Notes
2024,7/5/2024,STEER Fringe,A,3,2.7,unknown,R2069,RHMA,
2024,7/5/2024,STEER Fringe,A,4,2.4,unknown,R2068,RHMA,
2024,7/5/2024,STEER Fringe,A,5,2.7,unknown,R2066,RHMA,
2024,7/5/2024,STEER Fringe,B,1,5.8,unknown,R0756,LARA,
2024,7/5/2024,STEER Fringe,B,2,5.5,unknown,R2025,RHMA,
2024,7/5/2024,STEER Fringe,B,3,4.9,unknown,R2016,RHMA,
2024,7/5/2024,STEER Fringe,B,4,5.2,unknown,R2031,RHMA,
2024,7/5/2024,STEER Fringe,B,5,6.1,unknown,R1131,RHMA,
2024,7/5/2024,STEER Fringe,C,1,4.6,unknown,R0362,RHMA,
2024,7/5/2024,STEER Fringe,C,2,3.7,unknown,R1138,RHMA,
2024,7/5/2024,STEER Fringe,C,3,4.0,unknown,R0868,RHMA,
2024,7/5/2024,STEER Fringe,C,4,3.4,unknown,R0767,RHMA,
2024,7/5/2024,STEER Fringe,C,5,4.9,unknown,R0830,RHMA,
2024,7/8/2024,STEER Basin,B,1,3.4,unknown,R1957,RHMA,
2024,7/8/2024,STEER Basin,B,2,2.7,unknown,R1927,RHMA,
2024,7/8/2024,STEER Basin,B,3,3.7,unknown,R1914,RHMA,
2024,7/8/2024,STEER Basin,B,4,3.7,unknown,R1930,AVGE,
2024,7/9/2024,Magens Bay,A,1,6.6,unknown,127,RHMA,
2024,7/9/2024,Magens Bay,A,2,5.4,unknown,152,RHMA,
2024,7/9/2024,Magens Bay,A,3,4.2,unknown,R1227,RHMA,
2024,7/9/2024,Magens Bay,A,4,6.3,unknown,R1207,RHMA,
2024,7/9/2024,Magens Bay,A,5,6.8,unknown,396,RHMA,
2024,7/9/2024,Magens Bay,B,1,6.9,unknown,376,RHMA,
2024,7/9/2024,Magens Bay,B,2,6.6,unknown,377,RHMA,
2024,7/9/2024,Magens Bay,B,3,6.2,unknown,,,
2024,7/9/2024,Magens Bay,B,4,7.0,unknown,319,RHMA,
2024,7/9/2024,Magens Bay,B,5,5.9,unknown,353,RHMA,
2024,7/9/2024,Magens Bay,C,1,5.9,unknown,R1951,RHMA,
2024,7/9/2024,Magens Bay,C,2,5.7,unknown,1018,RHMA,
2024,7/9/2024,Magens Bay,C,3,6.9,unknown,1026,RHMA,
2024,7/9/2024,Magens Bay,C,4,6.0,unknown,R1975,RHMA,
2024,7/9/2024,Magens Bay,C,5,5.6,unknown,R1987,RHMA,
2024,7/17/2024,Francis Bay,A,1,3.4,unknown,,LARA,
2024,7/17/2024,Francis Bay,A,2,2.8,unknown,447,LARA,
2024,7/17/2024,Francis Bay,A,3,4.4,unknown,,LARA,Dead
2024,7/17/2024,Francis Bay,A,4,3.7,unknown,405,LARA,Dead
2024,7/17/2024,Francis Bay,A,5,3.0,unknown,,LARA,Dead
2024,7/17/2024,Francis Bay,B,1,2.9,unknown,,LARA,Dead
2024,7/17/2024,Francis Bay,B,2,2.2,unknown,493,LARA,
2024,7/17/2024,Francis Bay,B,3,3.3,unknown,350,LARA,Dead
2024,7/17/2024,Francis Bay,B,4,2.7,unknown,,LARA,Dead
2024,7/17/2024,Francis Bay,B,5,2.3,unknown,340,LARA,
2024,7/17/2024,Francis Bay,C,1,5.0,unknown,482,LARA,
2024,7/17/2024,Francis Bay,C,2,4.6,unknown,404,LARA,
2024,7/17/2024,Francis Bay,C,3,4.5,unknown,637,LARA,
2024,7/17/2024,Francis Bay,C,4,4.1,unknown,453,LARA,
2024,7/17/2024,Francis Bay,C,5,5.1,unknown,472,LARA,
2024,7/18/2024,Princess Bay,A,1,3.0,unknown,609,RHMA,
2024,7/18/2024,Princess Bay,A,2,4.4,unknown,705,RHMA,
2024,7/18/2024,Princess Bay,A,3,3.2,unknown,1429,RHMA,
2024,7/18/2024,Princess Bay,A,4,2.7,unknown,1414,RHMA,
2024,7/18/2024,Princess Bay,A,5,2.7,unknown,,,
2024,7/18/2024,Princess Bay,B,1,2.9,unknown,1462,RHMA,
2024,7/18/2024,Princess Bay,B,2,3.1,unknown,308,RHMA,
2024,7/18/2024,Princess Bay,B,3,2.7,unknown,2803,RHMA,
2024,7/18/2024,Princess Bay,B,4,2.8,unknown,1468,RHMA,
2024,7/18/2024,Princess Bay,B,5,3.2,unknown,1485,RHMA,
2024,7/18/2024,Princess Bay,C,1,3.0,unknown,1248,LARA,
2024,7/18/2024,Princess Bay,C,2,2.7,unknown,1125,LARA,
2024,7/18/2024,Princess Bay,C,3,3.3,unknown,626,RHMA,
2024,7/18/2024,Princess Bay,C,4,2.5,unknown,1484,RHMA,
2024,7/18/2024,Princess Bay,C,5,2.5,unknown,619,RHMA,
2024,7/22/2024,Great Pond,B,1,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,B,2,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,B,3,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,B,4,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,B,5,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,C,1,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,C,2,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,C,3,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,C,4,0.0,unknown,,,no living adult trees
2024,7/22/2024,Great Pond,C,5,0.0,unknown,,,no living adult trees
2024,7/22/2024,Southgate,A,1,3.7,unknown,931,AVGE,
2024,7/22/2024,Southgate,A,2,0.9,unknown,918,AVGE,
2024,7/22/2024,Southgate,A,3,4.1,unknown,928,AVGE,
2024,7/22/2024,Southgate,A,4,3.8,unknown,923,AVGE,
2024,7/22/2024,Southgate,A,5,0.8,unknown,920,AVGE,
2024,7/22/2024,Southgate,B,1,4.4,unknown,945,LARA,
2024,7/22/2024,Southgate,B,2,4.6,unknown,944,LARA,
2024,7/22/2024,Southgate,B,3,4.7,unknown,942,LARA,
2024,7/22/2024,Southgate,B,4,4.6,unknown,687,LARA,
2024,7/22/2024,Southgate,B,5,3.9,unknown,943,LARA,
2024,7/22/2024,Southgate,C,1,4.5,unknown,788,UNK,
2024,7/22/2024,Southgate,C,2,5.5,unknown,765,LARA,
2024,7/22/2024,Southgate,C,3,0.5,unknown,881,LARA,
2024,7/22/2024,Southgate,C,4,4.7,unknown,879,LARA,
2024,7/22/2024,Southgate,C,5,5.9,unknown,762,LARA,
2024,7/23/2024,Krause Lagoon ,A,1,5.3,unknown,R1768,RHMA,
2024,7/23/2024,Krause Lagoon ,A,2,5.6,unknown,R1744,RHMA,
2024,7/23/2024,Krause Lagoon ,A,3,5.9,unknown,R1739,RHMA,
2024,7/23/2024,Krause Lagoon ,A,4,5.7,unknown,R1788,RHMA,
2024,7/23/2024,Krause Lagoon ,A,5,6.0,unknown,R1796,RHMA,
2024,7/23/2024,Krause Lagoon ,B,1,4.4,unknown,,,
2024,7/23/2024,Krause Lagoon ,B,2,4.4,unknown,,,
2024,7/23/2024,Krause Lagoon ,B,3,4.3,unknown,,,
2024,7/23/2024,Krause Lagoon ,B,4,2.9,unknown,1463,RHMA,
2024,7/23/2024,Krause Lagoon ,B,5,4.2,unknown,R0479,RHMA,
2024,7/23/2024,Krause Lagoon ,C,1,3.5,unknown,R0938,RHMA,
2024,7/23/2024,Krause Lagoon ,C,2,3.7,unknown,R1916,RHMA,
2024,7/23/2024,Krause Lagoon ,C,3,3.3,unknown,R0923,RHMA,
2024,7/23/2024,Krause Lagoon ,C,4,4.5,unknown,R1000,RHMA,
2024,7/23/2024,Krause Lagoon ,C,5,4.7,unknown,R1400,RHMA,
2024,7/24/2024,Great Pond,A,1,0.0,unknown,,,no living adult trees
2024,7/24/2024,Great Pond,A,2,0.0,unknown,,,no living adult trees
2024,7/24/2024,Great Pond,A,3,0.0,unknown,,,no living adult trees
2024,7/24/2024,Great Pond,A,4,0.0,unknown,,,no living adult trees
2024,7/24/2024,Great Pond,A,5,0.0,unknown,,,no living adult trees
2024,7/24/2024,Salt River,A,1,1.9,unknown,868,LARA,
2024,7/24/2024,Salt River,A,2,4.7,unknown,842,LARA,
2024,7/24/2024,Salt River,A,3,4.3,unknown,R2445,LARA,
2024,7/24/2024,Salt River,A,4,4.6,unknown,846,LARA,
2024,7/24/2024,Salt River,A,5,5.3,unknown,R2464,LARA,
2024,7/24/2024,Salt River,B,1,4.3,unknown,R1783,THPO,
2024,7/24/2024,Salt River,B,2,4.1,unknown,R1800,UNK,
2024,7/24/2024,Salt River,B,3,4.2,unknown,R0815,UNK,
2024,7/24/2024,Salt River,B,4,4.4,unknown,R1780,LARA,
2024,7/24/2024,Salt River,B,5,2.9,unknown,R1209,LARA,
2024,7/24/2024,Salt River,C,1,4.4,unknown,741,LARA,
2024,7/24/2024,Salt River,C,2,4.1,unknown,1240,THPO,
2024,7/24/2024,Salt River,C,3,5.5,unknown,1109,THPO,
2024,7/24/2024,Salt River,C,4,4.5,unknown,2946,LARA,
2024,7/24/2024,Salt River,C,5,5.3,unknown,2922,RHMA,
2024,8/6/2024,Lameshur Bay,A,1,2.1,unknown,524,AVGE,
2024,8/6/2024,Lameshur Bay,A,2,4.1,unknown,431,AVGE,
2024,8/6/2024,Lameshur Bay,A,3,2.6,unknown,533,AVGE,
2024,8/6/2024,Lameshur Bay,A,4,4.4,unknown,528,AVGE,
2024,8/6/2024,Lameshur Bay,A,5,3.5,unknown,526,AVGE,
2024,8/6/2024,Lameshur Bay,B,1,3.2,unknown,313,AVGE,
2024,8/6/2024,Lameshur Bay,B,2,2.3,unknown,367,AVGE,
2024,8/6/2024,Lameshur Bay,B,3,3.7,unknown,436,AVGE,
2024,8/6/2024,Lameshur Bay,B,4,3.6,unknown,507,AVGE,
2024,8/6/2024,Lameshur Bay,B,5,4.5,unknown,506,AVGE,
2024,8/6/2024,Lameshur Bay,C,1,2.4,unknown,584,AVGE,
2024,8/6/2024,Lameshur Bay,C,2,2.9,unknown,556,AVGE,
2024,8/6/2024,Lameshur Bay,C,3,3.5,unknown,2751,UNK,
2024,8/6/2024,Lameshur Bay,C,4,4.7,unknown,585,AVGE,
2024,8/6/2024,Lameshur Bay,C,5,3.6,unknown,557,AVGE,
2024,8/7/2024,Turner Bay,A,1,6.8,unknown,1968,UNK,
2024,8/7/2024,Turner Bay,A,2,5.3,unknown,1933,UNK,
2024,8/7/2024,Turner Bay,A,3,5.5,unknown,1461,RHMA,
2024,8/7/2024,Turner Bay,A,4,4.4,unknown,1420,UNK,
2024,8/7/2024,Turner Bay,A,5,6.9,unknown,1032,LARA,
2024,8/7/2024,Turner Bay,B,1,9.0,unknown,1979,RHMA,
2024,8/7/2024,Turner Bay,B,2,7.3,unknown,1980,RHMA,
2024,8/7/2024,Turner Bay,B,3,5.5,unknown,1699,RHMA,
2024,8/7/2024,Turner Bay,B,4,7.0,unknown,1601,RHMA,
2024,8/7/2024,Turner Bay,B,5,6.7,unknown,1696,RHMA,
2024,8/7/2024,Turner Bay,C,1,4.0,unknown,1606,RHMA,
2024,8/7/2024,Turner Bay,C,2,7.7,unknown,1607,RHMA,
2024,8/7/2024,Turner Bay,C,3,6.8,unknown,1853,RHMA,
2024,8/7/2024,Turner Bay,C,4,7.1,unknown,1633,RHMA,
2024,8/7/2024,Turner Bay,C,5,8.1,unknown,1626,RHMA,
2024,8/8/2024,Water Creek ,A,1,4.4,unknown,2144,COER,
2024,8/8/2024,Water Creek ,A,2,4.2,unknown,2023,COER,
2024,8/8/2024,Water Creek ,A,3,4.4,unknown,2147,LARA,
2024,8/8/2024,Water Creek ,A,4,3.3,unknown,2027,COER,
2024,8/8/2024,Water Creek ,A,5,5.6,unknown,2141,RHMA,
2024,8/8/2024,Water Creek ,B,1,4.9,unknown,2102,LARA,
2024,8/8/2024,Water Creek ,B,2,4.3,unknown,,,
2024,8/8/2024,Water Creek ,B,3,4.3,unknown,410,RHMA,
2024,8/8/2024,Water Creek ,B,4,4.5,unknown,2108,LARA,
2024,8/8/2024,Water Creek ,B,5,4.8,unknown,2063,LARA,
2024,8/8/2024,Water Creek ,C,1,3.2,unknown,,,
2024,8/8/2024,Water Creek ,C,2,4.5,unknown,420,RHMA,
2024,8/8/2024,Water Creek ,C,3,3.1,unknown,2057,LARA,
2024,8/8/2024,Water Creek ,C,4,5.3,unknown,2058,LARA,
2024,8/8/2024,Water Creek ,C,5,4.1,unknown,2053,AVGE,
2024,8/9/2024,Mary Creek,A,1,2.6,unknown,R2425,RHMA,all other trees dead 
2024,8/9/2024,Mary Creek,A,2,3.3,unknown,R1684,RHMA,all other trees dead 
2024,8/9/2024,Mary Creek,A,3,3.4,unknown,R1674,RHMA,all other trees dead 
2024,8/9/2024,Mary Creek,A,4,0.0,unknown,,,no live trees
2024,8/9/2024,Mary Creek,A,5,0.0,unknown,,,no live trees
2024,8/9/2024,Mary Creek,B,1,2.1,unknown,,,
2024,8/9/2024,Mary Creek,B,2,2.0,unknown,,,
2024,8/9/2024,Mary Creek,B,3,1.4,unknown,,,
2024,8/9/2024,Mary Creek,B,4,2.5,unknown,2302,LARA,
2024,8/9/2024,Mary Creek,B,5,1.8,unknown,,,
2024,8/9/2024,Mary Creek,C,1,3.4,unknown,2183,LARA,
2024,8/9/2024,Mary Creek,C,2,3.2,unknown,2330,LARA,
2024,8/9/2024,Mary Creek,C,3,2.8,unknown,,,
2024,8/9/2024,Mary Creek,C,4,3.5,unknown,2173,LARA,
2024,8/9/2024,Mary Creek,C,5,4.5,unknown,2191,LARA,
2024,9/18/2024,Reef Bay,A,1,5.0,tree pole,1341,LARA,
2024,9/18/2024,Reef Bay,A,2,4.9,tree pole,1376,LARA,
2024,9/18/2024,Reef Bay,A,3,4.8,tree pole,1386,LARA,
2024,9/18/2024,Reef Bay,A,4,4.0,tree pole,1472,LARA,
2024,9/18/2024,Reef Bay,A,5,5.5,tree pole,1298,LARA,
2024,9/18/2024,Reef Bay,B,2,5.1,tree pole,1564,AVGE,
2024,9/18/2024,Reef Bay,B,3,6.7,tree pole,1541,LARA,
2024,9/18/2024,Reef Bay,B,4,6.7,tree pole,1573,AVGE,
2024,9/18/2024,Reef Bay,B,5,7.3,tree pole,1577,LARA,
2024,9/19/2024,Reef Bay,B,1,6.2,tree pole,1550,AVGE,
