SY,Date,Site,Plot,Quadrat,Species,Height_cm,Height_m,DBH_cm,Mortality,Notes
2022,11/16/2021,Southgate,C,South,LARA,254,2.540,1.4,alive,
2022,11/16/2021,Southgate,C,South,LARA,236,2.360,1,alive,
2022,11/16/2021,Southgate,C,South,LARA,223.5,2.235,0.9,alive,
2022,11/16/2021,Southgate,C,South,LARA,254,2.540,1.2,alive,
2022,11/16/2021,Southgate,C,South,LARA,155,1.550,1,alive,
2022,11/16/2021,Southgate,C,South,LARA,84,0.840,1,alive,
2022,11/16/2021,Southgate,C,South,LARA,121,1.210,0.8,alive,
2022,11/16/2021,Southgate,C,South,LARA,161,1.610,0.5,alive,no leaves
2022,11/16/2021,Southgate,C,West,LARA,185,1.850,2.2,alive,
2022,11/16/2021,Southgate,C,West,LARA,279,2.790,2,alive,
2022,11/16/2021,Southgate,C,West,LARA,168,1.680,1.5,alive,
2022,11/16/2021,Southgate,C,West,LARA,211,2.110,0.9,alive,
2022,2/22/2022,STEER Basin,B,South,LARA,142,1.420,1.2,alive,
2022,2/22/2022,STEER Basin,B,South,LARA,149,1.490,1.16,alive,
2022,2/22/2022,STEER Basin,B,South,LARA,133,1.330,1.95,alive,
2022,2/22/2022,STEER Basin,B,South,AVGE,118,1.180,1.25,alive,
2022,2/22/2022,STEER Basin,B,South,RHMA,118,1.180,1.35,alive,
2022,2/22/2022,STEER Basin,C, East,RHMA,56.5,0.565,1.98,alive,has mealy bugs
2022,2/22/2022,STEER Basin,C, East,RHMA,76.9,0.769,2.49,alive,Herbivory on leaves
2022,2/22/2022,STEER Basin,C, East,RHMA,99.6,0.996,2.18,alive,Herbivory
2022,2/22/2022,STEER Basin,C, East,RHMA,106.3,1.063,1.84,alive,has mealy bugs
2022,2/22/2022,STEER Basin,C, East,RHMA,54.3,0.543,1.98,alive,"squashed under termite nest, has mealy bugs"
2022,2/22/2022,STEER Basin,C,West,RHMA,196.5,1.965,0.84,alive,some mealy bugs
2022,10/19/2021,STEER Fringe,A,East,RHMA,235,2.350,2.06,alive,
2022,10/19/2021,STEER Fringe,A,East,RHMA,137,1.370,1.65,alive,
2022,10/19/2021,STEER Fringe,A,East,RHMA,127,1.270,1.36,alive,
2022,10/19/2021,STEER Fringe,A,East,RHMA,138,1.380,1.62,alive,
2022,10/19/2021,STEER Fringe,A,South,RHMA,74,0.740,1.02,alive,
2022,10/19/2021,STEER Fringe,A,South,RHMA,229,2.290,1.11,alive,
2022,10/19/2021,STEER Fringe,A,South,RHMA,138,1.380,1.09,alive,
2022,10/19/2021,STEER Fringe,A,South,RHMA,178,1.780,1.16,alive,
2022,10/19/2021,STEER Fringe,A,South,RHMA,195,1.950,1.68,alive,
2022,10/19/2021,STEER Fringe,A,West,RHMA,228,2.280,1.31,alive,
2022,10/19/2021,STEER Fringe,A,West,RHMA,209,2.090,2.04,alive,
2022,10/19/2021,STEER Fringe,A,West,RHMA,245,2.450,1.99,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,300,3.000,1.14,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,359.5,3.595,0.59,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,280,2.800,1.15,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,126,1.260,0.98,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,316,3.160,1.32,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,350,3.500,1.62,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,310,3.100,1.25,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,157,1.570,0.38,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,198,1.980,0.61,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,288,2.880,0.91,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,302,3.020,1,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,300,3.000,1.2,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,300,3.000,1.18,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,245,2.450,0.76,alive,
2022,10/19/2021,STEER Fringe,B,East,RHMA,330,3.300,1.32,alive,
2022,10/19/2021,STEER Fringe,B,North,RHMA,102,1.020,1.6,alive,
2022,10/19/2021,STEER Fringe,B,North,RHMA,161,1.610,0.7,alive,
2022,10/19/2021,STEER Fringe,B,North,RHMA,122,1.220,1.25,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,143,1.430,1,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,181,1.810,0.65,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,285,2.850,1.22,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,240,2.400,0.9,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,164,1.640,0.6,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,189,1.890,0.75,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,235,2.350,0.8,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,196,1.960,0.75,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,116,1.160,0.8,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,167,1.670,0.6,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,180,1.800,0.4,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,213,2.130,0.95,alive,
2022,10/19/2021,STEER Fringe,B,South,RHMA,230,2.300,1.1,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,210,2.100,0.9,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,260,2.600,1,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,310,3.100,1.25,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,305,3.050,1.15,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,310,3.100,0.9,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,350,3.500,1.25,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,400,4.000,1.55,alive,
2022,10/19/2021,STEER Fringe,B,West,RHMA,340,3.400,1.75,alive,
2022,10/19/2021,STEER Fringe,C,East,RHMA,240,2.400,0.97,alive,
2022,10/19/2021,STEER Fringe,C,East,RHMA,212,2.120,0.826,alive,
2022,10/19/2021,STEER Fringe,C,East,RHMA,253.5,2.535,0.937,alive,
2022,12/2/2021,Turner Bay,A,East,LARA,457.2,4.572,2.3,alive,
2022,12/2/2021,Turner Bay,A,East,LARA,487.7,4.877,2.1,alive,
2022,12/2/2021,Turner Bay,A,East,LARA,518.16,5.182,2.3,alive,
2022,12/2/2021,Turner Bay,A,East,RHMA,61,0.610,1.1,alive,
2022,12/2/2021,Turner Bay,A,North,LARA,460,4.600,2.1,alive,
2022,12/2/2021,Turner Bay,A,South,RHMA,240,2.400,0.9,alive,
2022,12/8/2021,Turner Bay,B,North,RHMA,56,0.560,0.95,alive,
2022,12/10/2021,Turner Bay,C,South,LARA,210,2.100,0.63,alive,
2022,12/10/2021,Turner Bay,C,South,LARA,400,4.000,0.97,alive,
2022,12/10/2021,Turner Bay,C,South,LARA,250,2.500,1.72,alive,
2022,12/10/2021,Turner Bay,C,South,LARA,500,5.000,1.61,alive,
2022,12/10/2021,Turner Bay,C,South,LARA,550,5.500,1.2,alive,
2022,12/10/2021,Turner Bay,C,South,RHMA,300,3.000,2.1,alive,
2022,12/10/2021,Turner Bay,C,South,RHMA,500,5.000,1.5,alive,
2022,9/28/2021,Vessup Bay,A,East,LARA,210,2.100,1.3,alive,
2022,2/25/2022,Water Creek,A,South,LARA,203,2.030,1,alive,
2023,11/22/2022,Brewers Bay,A,North,LARA,500,5.000,2.45,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,800,8.000,1.03,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,250,2.500,0.86,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,250,2.500,0.71,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,300,3.000,1.04,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,200,2.000,0.56,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,150,1.500,0.33,alive,
2023,11/22/2022,Brewers Bay,A,West,LARA,82,0.820,0.65,alive,measured at base
2023,11/22/2022,Brewers Bay,B,South,LARA,450,4.500,0.05,alive,
2023,11/22/2022,Brewers Bay,B,South,LARA,350,3.500,0.68,alive,
2023,11/22/2022,Brewers Bay,B,South,LARA,700,7.000,1.58,alive,
2023,11/22/2022,Brewers Bay,B,South,LARA,600,6.000,1.18,alive,
2023,11/22/2022,Brewers Bay,C,East,RHMA,130,1.300,1.87,alive,measured at base
2023,11/22/2022,Brewers Bay,C,East,RHMA,125.8,1.258,1.82,alive,measured at base
2023,11/22/2022,Brewers Bay,C,East,RHMA,107,1.070,1.49,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,72,0.720,1.24,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,73,0.730,1.52,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,85,0.850,1.55,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,82.5,0.825,1.77,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,119,1.190,1.74,alive,measured at base
2023,11/22/2022,Brewers Bay,C,South,RHMA,145,1.450,0.42,alive,
2023,11/22/2022,Brewers Bay,C,South,RHMA,143,1.430,0.53,alive,
2023,11/22/2022,Brewers Bay,C,South,RHMA,159,1.590,0.53,alive,
2023,11/22/2022,Brewers Bay,C,West,RHMA,68,0.680,1.33,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,80.5,0.805,1.55,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,60,0.600,0.74,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,63,0.630,1.02,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,64,0.640,1.88,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,60,0.600,1.02,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,65,0.650,1.39,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,73,0.730,1.27,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,75,0.750,1.62,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,74,0.740,1.85,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,54,0.540,1.13,alive,measured at base
2023,11/22/2022,Brewers Bay,C,West,RHMA,75,0.750,1.06,alive,measured at base
2023,11/23/2022,Compass Point,A,East,RHMA,65,0.650,1.36,alive,measured at base
2023,11/23/2022,Compass Point,A,East,RHMA,66.3,0.663,1.48,alive,measured at base
2023,11/23/2022,Compass Point,A,East,RHMA,55.3,0.553,1.24,alive,measured at base
2023,11/23/2022,Compass Point,A,North,RHMA,400,4.000,1.7,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,121,1.210,1.15,alive,measured at base
2023,11/23/2022,Compass Point,A,North,RHMA,78,0.780,1.04,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,550,5.500,1.43,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,400,4.000,1.57,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,150,1.500,2.15,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,100,1.000,1.78,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,300,3.000,1.92,alive,
2023,11/23/2022,Compass Point,A,North,RHMA,350,3.500,1.96,alive,
2023,11/23/2022,Compass Point,A,South,RHMA,53,0.530,1.34,alive,measured at base
2023,11/23/2022,Compass Point,A,South,RHMA,55,0.550,1.29,alive,measured at base
2023,11/23/2022,Compass Point,A,South,RHMA,55,0.550,1.38,alive,measured at base
2023,11/23/2022,Compass Point,A,South,RHMA,54,0.540,1.41,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,93,0.930,2.05,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,122,1.220,1.85,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,58,0.580,1.05,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,89,0.890,1.57,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,64,0.640,1.4,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,174,1.740,0.65,alive,
2023,11/23/2022,Compass Point,A,West,RHMA,202,2.020,0.69,alive,
2023,11/23/2022,Compass Point,A,West,RHMA,56,0.560,1.19,alive,measured at base
2023,11/23/2022,Compass Point,A,West,RHMA,52,0.520,1.46,alive,measured at base
2023,2/9/2023,Compass Point,B,North,RHMA,300,3.000,,alive,no dbh measurement
2023,2/9/2023,Compass Point,B,North,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,North,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,North,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,North,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,East,LARA,150,1.500,,alive,no dbh measurement
2023,2/9/2023,Compass Point,B,South,RHMA,130,1.300,,alive,no dbh measurement
2023,2/9/2023,Compass Point,B,South,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,South,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,West,RHMA,270,2.700,,alive,no dbh measurement
2023,2/9/2023,Compass Point,B,West,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,West,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,B,West,RHMA,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,C,North,AVGE,133,1.300,,alive,no dbh measurement
2023,2/9/2023,Compass Point,C,East,AVGE,165,1.650,,alive,no dbh measurement
2023,2/9/2023,Compass Point,C,East,AVGE,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,C,East,AVGE,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,C,East,AVGE,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,C,East,AVGE,,,,alive,no dbh/height measurement
2023,2/9/2023,Compass Point,C,South,AVGE,105,1.050,,alive,no dbh measurement
2023,2/9/2023,Compass Point,C,West,AVGE,290,2.900,,alive,no dbh measurement
2023,2/22/2023,Francis Bay,C,East,LARA,210,2.100,1.54,alive,
2023,2/22/2023,Francis Bay,C,South,LARA,400,4.000,8.4,alive,
2023,2/16/2023,Great Pond,A,North,RHMA,52.5,0.525,1.61,alive,dbh taken at base
2023,2/16/2023,Krause Lagoon,A,East,RHMA,400,4.000,2.06,alive,
2023,2/16/2023,Krause Lagoon,A,East,RHMA,400,4.000,2.1,alive,
2023,2/16/2023,Krause Lagoon,A,East,RHMA,375,3.750,2.21,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,350,3.500,1.76,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,415,4.150,1.67,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,385,3.850,1.43,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,475,4.750,2.34,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,475,4.750,1.09,alive,
2023,2/16/2023,Krause Lagoon,A,North,RHMA,460,4.600,2,alive,
2023,2/16/2023,Krause Lagoon,A,South,RHMA,240,2.400,1.04,alive,
2023,2/16/2023,Krause Lagoon,A,South,RHMA,300,3.000,1.04,alive,
2023,2/16/2023,Krause Lagoon,A,South,RHMA,475,4.750,1.69,alive,
2023,2/16/2023,Krause Lagoon,A,South,RHMA,400,4.000,1.68,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,135.5,1.355,0.61,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,200,2.000,0.79,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,300,3.000,1.23,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,350,3.500,1.05,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,420,4.200,1.8,alive,
2023,2/16/2023,Krause Lagoon,A,West,RHMA,132,1.320,0.54,alive,
2023,2/16/2023,Krause Lagoon,B,East,RHMA,54.5,0.545,1.45,alive,
2023,2/16/2023,Krause Lagoon,B,South,RHMA,243,2.430,1.52,alive,
2023,2/21/2023,Lameshur Bay,A,West,AVGE,280,2.800,1.79,alive,
2023,2/21/2023,Lameshur Bay,A,West,AVGE,345,3.450,1.16,alive,
2023,2/21/2023,Lameshur Bay,A,West,AVGE,332,3.320,0.84,alive,
2023,2/21/2023,Lameshur Bay,A,West,AVGE,124,1.240,1.96,alive,
2023,2/21/2023,Lameshur Bay,A,West,AVGE,191,1.910,0.74,alive,
2023,2/21/2023,Lameshur Bay,B,North,AVGE,50,0.500,1.67,alive,measured at base
2023,2/21/2023,Lameshur Bay,C,East,RHMA,52.8,0.528,1.39,alive,measured at base
2023,2/21/2023,Lameshur Bay,C,South,RHMA,270,2.700,2.49,alive,
2023,2/21/2023,Lameshur Bay,C,South,RHMA,225,2.250,1.6,alive,
2023,2/21/2023,Lameshur Bay,C,South,RHMA,225,2.250,2.23,alive,
2023,11/11/2022,Magens Bay,A,North,RHMA,205,2.050,0.75,alive,Disease on leaves
2023,11/11/2022,Magens Bay,A,North,RHMA,197,1.970,0.65,alive,Disease on leaves
2023,11/11/2022,Magens Bay,A,North,RHMA,225,2.250,0.86,alive,Disease on leaves
2023,11/11/2022,Magens Bay,A,North,RHMA,355,3.550,1.35,alive,Disease on leaves
2023,11/11/2022,Magens Bay,A,South,RHMA,171,1.710,0.51,alive,
2023,11/11/2022,Magens Bay,A,South,RHMA,159,1.590,0.48,alive,
2023,11/11/2022,Magens Bay,A,South,RHMA,302,3.020,1.15,alive,measured at base
2023,11/11/2022,Magens Bay,A,West,RHMA,280,2.800,1.08,alive,lots of dead branches
2023,11/11/2022,Magens Bay,B,South,RHMA,330,3.300,1.9,alive,healthy
2023,11/11/2022,Magens Bay,B,South,RHMA,300,3.000,2,alive,
2023,11/11/2022,Magens Bay,C,East,RHMA,210,2.100,1.05,alive,
2023,11/11/2022,Magens Bay,C,East,RHMA,230,2.300,0.25,alive,
2023,11/11/2022,Magens Bay,C,East,RHMA,370,3.700,1.21,alive,
2023,11/11/2022,Magens Bay,C,East,RHMA,350,3.500,1.56,alive,
2023,11/11/2022,Magens Bay,C,East,RHMA,380,3.800,1.42,alive,
2023,11/11/2022,Magens Bay,C,North,RHMA,280,2.800,1.05,alive,height estimated (too tall to reach)
2023,11/11/2022,Magens Bay,C,North,RHMA,213,2.130,0.73,alive,height estimated (too tall to reach)
2023,11/11/2022,Magens Bay,C,North,RHMA,380,3.800,1.44,alive,height estimated (too tall to reach)
2023,11/11/2022,Magens Bay,C,North,RHMA,415,4.150,2.15,alive,height estimated (too tall to reach)
2023,11/11/2022,Magens Bay,C,North,RHMA,255,2.550,1.02,alive,height estimated (too tall to reach)
2023,11/11/2022,Magens Bay,C,North,RHMA,96,0.960,1.01,alive,measured at base
2023,11/11/2022,Magens Bay,C,South,RHMA,230,2.300,1.5,alive,
2023,11/11/2022,Magens Bay,C,West,RHMA,450,4.500,2.28,alive,
2023,11/11/2022,Magens Bay,C,West,RHMA,470,4.700,2.25,alive,
2023,11/11/2022,Magens Bay,C,West,RHMA,380,3.800,1.79,alive,
2023,11/21/2022,Mandahl Bay,A,East,LARA,236,2.360,1.5,alive,
2023,11/21/2022,Mandahl Bay,A,North,LARA,108,1.080,0.6,alive,
2023,11/21/2022,Mandahl Bay,A,North,LARA,79,0.790,1.1,alive,
2023,11/21/2022,Mandahl Bay,A,North,LARA,66,0.660,0.15,alive,
2023,11/21/2022,Mandahl Bay,A,North,LARA,109,1.090,0.5,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,213,2.130,1.2,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,102,1.020,0.2,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,199,1.990,0.3,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,147,1.470,0.25,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,165,1.650,0.2,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,132,1.320,0.8,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,204,2.040,0.4,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,287,2.870,1.2,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,153,1.530,0.2,alive,
2023,11/21/2022,Mandahl Bay,A,West,LARA,207,2.070,0.5,alive,
2023,11/21/2022,Mandahl Bay,B,North,LARA,191,1.910,0.48,alive,
2023,11/21/2022,Mandahl Bay,B,North,LARA,325,3.250,1.67,alive,
2023,11/21/2022,Mandahl Bay,B,North,LARA,193,1.930,0.83,alive,
2023,11/21/2022,Mandahl Bay,B,West,LARA,102,1.020,1.7,alive,
2023,11/21/2022,Mandahl Bay,C,East,LARA,68,0.680,0.7,alive,
2023,11/21/2022,Mandahl Bay,C,East,LARA,94,0.940,0.6,alive,
2023,11/21/2022,Mandahl Bay,C,East,LARA,169,1.690,0.1,alive,
2023,11/21/2022,Mandahl Bay,C,East,LARA,82,0.820,1.5,alive,
2023,11/21/2022,Mandahl Bay,C,East,LARA,53,0.530,0.4,alive,
2023,11/21/2022,Mandahl Bay,C,South,LARA,215,2.150,0.5,alive,
2023,11/23/2022,Perseverance Bay,A,East,LARA,96.9,0.969,0.87,alive,Bites
2023,11/23/2022,Perseverance Bay,A,East,LARA,76.5,0.765,0.79,alive,Bites
2023,11/23/2022,Perseverance Bay,A,East,LARA,95.6,0.956,0.91,alive,Bites
2023,11/23/2022,Perseverance Bay,A,East,LARA,97.3,0.973,1.38,alive,Bites
2023,11/23/2022,Perseverance Bay,A,West,RHMA,76.9,0.769,1.92,alive,
2023,11/23/2022,Perseverance Bay,A,West,RHMA,68.3,0.683,1.61,alive,
2023,11/23/2022,Perseverance Bay,A,West,RHMA,56.5,0.565,1.9,alive,
2023,11/23/2022,Perseverance Bay,C,East,RHMA,102.9,1.029,2.53,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,East,RHMA,63.2,0.632,1.47,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,East,RHMA,67.1,0.671,1.6,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,North,RHMA,73,0.730,1.58,alive,LCP. measured at base
2023,11/23/2022,Perseverance Bay,C,North,RHMA,81,0.810,0.91,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,North,RHMA,99,0.990,2.3,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,North,RHMA,60,0.600,1.35,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,North,RHMA,85.5,0.855,1.1,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,56,0.560,1,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,55,0.550,1.17,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,90,0.900,1.97,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,102,1.020,1.25,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,99,0.990,0.8,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,95,0.950,1.31,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,South,RHMA,161,1.610,0.49,alive,
2023,11/23/2022,Perseverance Bay,C,West,RHMA,69,0.690,1.3,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,64,0.640,1.4,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,82,0.820,1.14,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,52,0.520,0.81,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,80,0.800,0.73,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,58,0.580,0.55,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,62,0.620,1.45,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,76,0.760,0.79,alive,measured at base
2023,11/23/2022,Perseverance Bay,C,West,RHMA,65,0.650,0.44,alive,measured at base
2023,11/23/2022,Perseverance Bay,B,West,RHMA,62.5,0.625,2.47,alive,measured at base
2023,2/21/2023,Princess Bay,B,East,RHMA,136,1.360,2.23,alive,
2023,2/21/2023,Princess Bay,C,East,RHMA,21.5,0.215,,alive,dbh not recorded
2023,2/21/2023,Princess Bay,C,North,LARA,200,2.000,1.46,alive,
2023,2/21/2023,Princess Bay,C,North,LARA,149,1.490,0.38,alive,
2023,2/21/2023,Princess Bay,C,South,RHMA,141.5,1.415,2.22,alive,
2023,2/21/2023,Princess Bay,C,South,RHMA,177,1.770,0.76,alive,
2023,2/21/2023,Princess Bay,C,West,RHMA,143.8,1.438,0.57,alive,
2023,2/21/2023,Princess Bay,C,West,RHMA,133.5,1.335,2.05,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,205,2.050,0.96,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,255,2.550,1.23,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,275,2.750,1.38,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,285,2.850,1.26,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,270,2.700,1.35,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,220,2.200,1.82,alive,
2023,2/23/2023,Reef Bay,B,East,LARA,205,2.050,0.83,alive,
2023,2/23/2023,Reef Bay,B,West,AVGE,106,1.060,1.9,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,75,0.750,0.9,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,147,1.470,1.65,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,44,0.440,1.19,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,66.4,0.664,0.7,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,178,1.780,2.14,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,50,0.500,1,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,86.3,0.863,1.1,alive,
2023,2/23/2023,Reef Bay,C,South,AVGE,98.7,0.987,1.46,alive,
2023,2/15/2023,Salt River,A,East,LARA,256,2.560,0.79,alive,
2023,2/15/2023,Salt River,A,East,LARA,317,3.170,1.05,alive,
2023,2/15/2023,Salt River,A,East,LARA,74.5,0.745,1.26,alive,
2023,2/15/2023,Salt River,A,East,LARA,116,1.160,1.05,alive,
2023,2/15/2023,Salt River,A,East,LARA,115,1.150,1.39,alive,
2023,2/15/2023,Salt River,A,East,LARA,138,1.380,1.19,alive,
2023,2/15/2023,Salt River,A,East,LARA,128,1.280,2.04,alive,
2023,2/17/2023,Southgate,C,East,LARA,118,1.180,0.87,alive,measured at base
2023,2/17/2023,Southgate,C,South,LARA,375,3.750,1.2,alive,
2023,2/17/2023,Southgate,C,South,LARA,68,0.680,0.45,alive,
2023,2/17/2023,Southgate,C,South,LARA,53,0.530,0.5,alive,
2023,2/17/2023,Southgate,C,South,LARA,51,0.510,0.47,alive,
2023,1/12/2023,STEER Basin,B,East,RHMA,175.2,1.752,0.84,alive,
2023,1/12/2023,STEER Basin,B,East,RHMA,161,1.610,0.71,alive,
2023,1/12/2023,STEER Basin,B,South,RHMA,151.2,1.512,0.51,alive,
2023,1/12/2023,STEER Basin,B,South,RHMA,177.4,1.774,0.48,alive,
2023,1/12/2023,STEER Basin,B,South,RHMA,203,2.030,0.86,alive,
2023,1/12/2023,STEER Basin,B,South,LARA,124.5,1.245,2.5,alive,measured at base
