Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",1.5,33.3,43.8,2.75,22.94,36350,23608,NA,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",2,33.6,48.3,2.99,24,38135,24795,NA,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",1.5,31.3,53.6,3.46,24.17,38311,24901,NA,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",19.3,28.6,36,2.44,16.7,27276,17713,NA,Yes,,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",14.2,28.8,27.4,1.88,19.92,320568,20852,NA,Yes,,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",8,29.1,37.1,2.41,21.88,34894,22699,NA,Yes,,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",14.8,26.8,37.5,2.45,35.74,54082,35153,NA,No,,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",19.7,26.9,17.5,1.12,35.91,54358,35332,NA,No,,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",12,26.8,22,1.42,36,54468,35405,NA,No,,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",34.8,27.6,74,5.44,35.39,53680,34395,NA,No,,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",35,27.8,72,4.46,35.44,53759,34945,NA,No,,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",35.5,27.6,77.5,5.02,35.41,53807,34985,NA,No,,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",8,26.7,48.1,3.75,35.3,53499,22490,NA,No,,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",11,27,58.8,3.8,35.14,53245,34699,NA,No,,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",7,26.8,50.7,3.15,35.3,53475,34777,NA,No,,,,
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",2.4,31.5,86.8,6.32,0.68,950,608,NA,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,76032
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",6.2,31.1,6.2,0.34,35.7,54253,35265,NA,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,106576
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",4.4,31.5,79,5.77,15.27,25225,35330,NA,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,107271
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",15.5,33.9,14.2,0.82,35.76,54490,35422,NA,Yes,Decaying sargassum,,,107384
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",12,34.2,3,0.17,35.63,54320,35491,NA,No,Decaying sargassum,,,108187
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",16.3,34.3,27.8,1.62,35.92,54710,35533,NA,No,Decaying sargassum,,,108356
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",2,32.1,88.6,6.48,0.11,235.4,149,NA,Yes,Sargassum in plot,,,76028
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",3.5,32.1,105.6,7.09,15.15,25114,16275,NA,Yes,Sargassum in plot,,,76218
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",4,32,113.5,7.56,17.05,28067,18138,NA,Yes,Sargassum in plot,,,76470
St Thomas,Water Creek,A,2022,02/25/2022,yes,yes,9:30,10:58,"TNT, LP, LU, KH, AD, JT",2.5,24.6,99.8,8.36,0,1.7,1,NA,Yes,,,,
St Thomas,Water Creek,A,2022,02/25/2022,yes,yes,9:30,10:58,"TNT, LP, LU, KH, AD, JT",2.5,25.1,99.4,8.22,0,8.8,6,NA,Yes,,,,
St Thomas,Water Creek,A,2022,02/25/2022,yes,yes,9:30,10:58,"TNT, LP, LU, KH, AD, JT",3.2,25.4,99.3,8.19,0.01,14.3,9,NA,Yes,,,,
St Thomas,Water Creek,B,2022,02/25/2022,yes,yes,11:15,12:35,"TNT, LP, LU, KH, AD, JT",-4,24.6,67.5,5.1,17.62,28577,18.57,NA,yes,,,,
St Thomas,Water Creek,B,2022,02/25/2022,yes,yes,11:15,12:35,"TNT, LP, LU, KH, AD, JT",-4.5,26.6,69.4,4.37,43.07,63771,41416,NA,yes,,,,
St Thomas,Water Creek,B,2022,02/25/2022,yes,yes,11:15,12:35,"TNT, LP, LU, KH, AD, JT",1,24.7,77.2,5.16,38.02,57082,37097,NA,yes,,,,
St Thomas,Water Creek,C,2022,02/25/2022,no,yes,13:15,14:35,"TNT, LP, LU, KH, AD, JT",9,27.6,75.3,4.78,36.52,55174,35893,NA,no,,,,
St Thomas,Water Creek,C,2022,02/25/2022,no,yes,13:15,14:35,"TNT, LP, LU, KH, AD, JT",12.5,27.5,70,4.51,36.54,55218,35897,NA,no,,,,
St Thomas,Water Creek,C,2022,02/25/2022,no,yes,13:15,14:35,"TNT, LP, LU, KH, AD, JT",11.5,28.8,90.7,5.78,36.29,54842,35675,NA,no,,,,
St Thomas,Brewers Bay,A,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",8.2,27.8,NA,NA,25,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,A,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",6.5,28.4,NA,NA,25,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,A,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",19.2,28.1,NA,NA,24,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,B,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",6.8,27.1,NA,NA,14,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,B,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",5.5,27.1,NA,NA,13,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,B,2023,11/22/2022,NA,NA,NA,NA,"TNT, KH",2.3,26.3,NA,NA,2,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,C,2023,11/22/2022,NA,NA,NA,NA,"TNT,KH",70,26.6,NA,NA,16,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,C,2023,11/22/2022,NA,NA,NA,NA,"TNT,KH",12.8,27.3,NA,NA,16,NA,NA,No YSI,N,No YSI,,,
St Thomas,Brewers Bay,C,2023,11/22/2022,NA,NA,NA,NA,"TNT,KH",89,27.4,NA,NA,10,NA,NA,No YSI,N,No YSI,,,
St Thomas,Compass Point,A,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",1.5,29.5,30.2,2,34,55916,36340,6.98,N,,,,
St Thomas,Compass Point,A,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",2,29.6,51.2,3.38,34,55396,36008,7.56,N,,,,
St Thomas,Compass Point,A,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",2,29.4,60.1,3.99,33,55271,35929,7.63,N,,,,
St Thomas,Compass Point,B,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",9.7,28.8,282.1,17.32,42.55,63261,41100,8.67,N,,,,
St Thomas,Compass Point,B,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",10.2,26.1,82.8,5.3,41.97,62339,40520,8.07,N,,,,
St Thomas,Compass Point,B,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",10.5,29.1,168.5,10.46,41.63,62066,40365,8.63,N,,,,
St Thomas,Compass Point,C,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",4.5,32.4,249.9,14.64,47.33,61743,40132,9.16,N,,,,
St Thomas,Compass Point,C,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",6.3,32.2,227.4,13.6,41.75,62164,40474,8.99,N,,,,
St Thomas,Compass Point,C,2023,2/9/2023,NA,NA,NA,NA,"TNT,KH",3.5,32.3,236.1,13.83,41.42,61982,40252,9.1,N,,,,
St John,Francis Bay,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",5,36.7,95.5,3.33,124.87,155865,101313,7.82,N,,,,
St John,Francis Bay,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",2,38,88.5,3.01,126.66,157728,102516,7.81,N,,,,
St John,Francis Bay,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",2,39.5,82.1,2.52,139.84,170149,110811,NA,Y,"pond dried, hence sal spike",,,
St John,Francis Bay,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",2.8,38.6,141.6,4.75,129.04,160189,104116,7.78,Y,,,,
St John,Francis Bay,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",2.5,39.6,108.5,3.34,142.6,172859,112370,7.66,Y,,,,
St John,Francis Bay,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",2,40.1,115.3,3.64,135.38,166432,108356,NA,Y,,,,
St John,Francis Bay,C,2023,8/23/2023,NA,NO,NA,NA,"LU, LB",1.5,38.6,94.2,3.63,101.88,132981,86420,7.62,Y,,,,
St John,Francis Bay,C,2023,8/23/2023,NA,NO,NA,NA,"LU, LB",1,37.9,62.1,2.33,106.36,138202,90048,NA,Y,,,,
St John,Francis Bay,C,2023,8/23/2023,NA,NO,NA,NA,"LU, LB",2,37.6,96.3,3.43,119.44,150795,98083,NA,Y,,,,
St Croix,Great Pond,A,2023,7/13/2023,NA,NO,8:57,NA,"DG, JS, AJH",4,33.4,108.5,3.52,147.05,176257,114587,7.8,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,A,2023,7/13/2023,NA,NO,8:57,NA,"DG, JS, AJH",1.7,32.3,107.7,4.43,105.45,136246,88614,7.62,Y,,,,
St Croix,Great Pond,A,2023,7/13/2023,NA,NO,8:57,NA,"DG, JS, AJH",4,34,108.4,3.36,154.24,182684,118736,7.54,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,B,2023,7/13/2023,NA,NO,NA,NA,"DG, JS, AJH",7.5,32.3,127.9,4.54,134.52,164269,17014,7.78,N,HARDLY ANY WATER,,,
St Croix,Great Pond,B,2023,7/13/2023,NA,NO,NA,NA,"DG, JS, AJH",2,32.3,112.4,3.99,133.67,136851,106576,7.77,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,B,2023,7/13/2023,NA,NO,NA,NA,"DG, JS, AJH",3,32.7,108.8,3.82,135.35,165333,107271,7.74,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,C,2023,7/13/2023,NA,NO,8:15,NA,"DG, JS, AJH",0.2,32.4,101.5,3.9,117.5,148772,96777,7.63,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,C,2023,7/13/2023,NA,NO,8:15,NA,"DG, JS, AJH",0.2,32.3,98.6,3.72,121.28,151909,98757,7.56,Y,HARDLY ANY WATER,,,
St Croix,Great Pond,C,2023,7/13/2023,NA,NO,8:15,NA,"DG, JS, AJH",0.2,32.4,103,3.85,123.25,154170,100130,7.55,Y,,,,
St Croix,Krause Lagoon,A,2023,7/13/2023,NA,NA,11:14,NA,KH,6.5,31.1,123.9,7.59,35.99,54694,35563,8.02,N,,,,
St Croix,Krause Lagoon,A,2023,7/13/2023,NA,NA,11:14,NA,KH,6.5,31.3,121.2,7.36,36.52,55375,35997,7.98,N,,,,
St Croix,Krause Lagoon,A,2023,7/13/2023,NA,NA,11:14,NA,KH,6,31.3,105.9,6.43,36.36,55163,35866,7.88,N,,,,
St Croix,Krause Lagoon,B,2023,7/13/2023,NA,NA,12:08,NA,KH,14.5,29.8,96.5,5.99,36.68,55513,36084,7.45,N,,,,
St Croix,Krause Lagoon,B,2023,7/13/2023,NA,NA,12:08,NA,KH,16,30,84.6,5.23,36.94,55866,36313,7.34,N,,,,
St Croix,Krause Lagoon,B,2023,7/13/2023,NA,NA,12:08,NA,KH,11,29.4,90.7,5.66,36.82,55682,36193,7.31,N,,,,
St Croix,Krause Lagoon,C,2023,7/13/2023,NA,NA,12:32,NA,"LU, KH",17,32.7,126.3,7.54,36.03,54792,35627,7.97,N,,,,
St Croix,Krause Lagoon,C,2023,7/13/2023,NA,NA,12:32,NA,"LU, KH",18,32.7,128.1,7.59,36.63,55577,36124,7.9,N,,,,
St Croix,Krause Lagoon,C,2023,7/13/2023,NA,NA,12:32,NA,"LU, KH",12.5,34.4,125.9,7.25,37.26,56572,36781,7.77,N,,,,
St John,Lameshur Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",8,28.6,76,4.83,30.88,47795,30977,7.56,N,RAINING,,,
St John,Lameshur Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,28.7,84.5,5.45,31.33,48217,31339,7.66,N,RAINING,,,
St John,Lameshur Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",8,28.8,84.8,5.43,31.26,48125,51268,7.68,N,RAINING,,,
St John,Lameshur Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",5.5,28.7,89.4,5.81,30,46245,30069,7.77,N,RAINING,,,
St John,Lameshur Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",6.9,28.7,74.5,4.76,30.54,47135,30635,7.59,N,RAINING,,,
St John,Lameshur Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,28.8,73.1,4.66,31.42,48341,31420,7.54,N,RAINING,,,
St John,Lameshur Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",7,28.5,87,5.67,29.66,45913,21984,7,N,RAINING,,,
St John,Lameshur Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",8,28.1,65.6,4.27,30.27,46685,30387,7.38,N,RAINING,,,
St John,Lameshur Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",6,28.3,94.1,6.11,31.32,48187,31321,7.74,N,RAINING,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NO WATER,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NO WATER,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NO WATER,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,6,31.8,70.6,4.57,22.5,35949,23374,NA,N,,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,3,30.4,30,1.98,22.75,36244,23563,NA,N,,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,7,34.6,103.4,6.49,22.78,36477,23737,NA,N,,,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,25,31.1,54.5,34.55,21.61,34603,22491,NA,N,,,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,34,32.6,73.2,4.68,21.48,34687,22598,NA,N,,,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,15,34.2,80.4,4.78,21.94,35235,22938,NA,N,,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",9.2,27.2,NA,NA,34,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",7.5,27.2,NA,NA,34,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.1,27.1,NA,NA,32,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",7.5,28.8,NA,NA,35,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",5.5,28.8,NA,NA,35,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.5,29,NA,NA,35,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",9.5,27.5,NA,NA,35,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.5,27.8,NA,NA,35,NA,NA,NA,N,NO YSI,,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",6.7,27.6,NA,NA,33,NA,NA,NA,N,NO YSI,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,NA,6.3,31.6,156.9,8.41,64.68,90945,59101,8.03,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,NA,6,31.3,151.5,8.01,64.72,90936,59130,8.02,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,NA,6.5,31.6,157.6,8.28,64.81,91056,59196,8.02,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,B,2023,2/23/2023,NA,NA,NA,NA,NA,5.8,32.1,136.5,7.05,65.12,91596,59529,7.99,N,,,,
St John,Mary Creek,B,2023,2/23/2023,NA,NA,NA,NA,NA,6,32.4,150.5,7.89,65.09,91408,59356,8,N,,,,
St John,Mary Creek,B,2023,2/23/2023,NA,NA,NA,NA,NA,5.9,31.9,160.5,8.25,64.7,90853,59060,8.01,N,,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,NA,15.2,26.8,117.9,7.76,37.11,55968,36879,8.18,N,,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,NA,15,27.5,118.1,7.63,37.58,56659,36812,8.16,N,,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,NA,15.2,26.7,110.6,7.27,37.24,56138,136488,8.14,N,,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",66.9,NA,NA,NA,9,NA,NA,NA,NA,No YSI;lost temp probe,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",55.8,NA,NA,NA,6,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",51.5,NA,NA,NA,6,NA,NA,NA,NA,No YSI;rained during sample :(,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",69.5,NA,NA,NA,10,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",63,NA,NA,NA,10,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",62.5,NA,NA,NA,10,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",60.8,NA,NA,NA,7,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",65.2,NA,NA,NA,6,NA,NA,NA,NA,,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",61.8,NA,NA,NA,6,NA,NA,NA,NA,,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,NA,8.3,29.4,61,3.77,38.89,58379,37973,7.31,N,,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,NA,7.1,27.1,63.5,4,41.54,61813,40183,6.93,Y,,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,NA,7.5,28.2,57.1,3.54,38.97,58511,38035,7.41,Y,,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,NA,8,32.1,73.8,4.28,38.75,58452,38003,7.41,N,,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,NA,7,29.5,69.8,4.29,38.62,58094,37760,7.55,N,,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,NA,6,29,92.2,5.82,35.77,54565,35492,7.7,N,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,NA,9,29,71.2,4.42,37.77,57229,37245,7.37,N,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,NA,3.5,28.2,96.4,6.2,34.89,53088,34488,7.54,Y,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,NA,6,27.7,80.1,5,38.29,57576,37434,7.5,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",8,32.7,5,NA,53.63,77620,50599,7.56,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",13,30.6,11.3,0.58,52.72,76306,49602,7.42,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",16,31.7,10.1,0.5,51.06,74269,48280,7.1,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",20,32.8,42.3,1.92,55.49,79870,51913,7.83,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",15.5,32.5,39,2.28,55.08,79342,51571,7.82,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",11,31.7,29.6,NA,55.04,79254,51515,7.79,N,,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",17.3,34.2,117.8,6.22,53.54,77544,50405,7.96,N,,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",14.8,32.9,80.3,4.35,52.76,76495,49728,7.89,N,,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",15,33.7,65.4,3.36,52.74,76502,49714,7.83,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.75,32.1,186.5,11.05,42.11,62716,40798,8.38,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.7,32.2,195.2,11.45,42.32,63094,41016,8.34,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.1,32.6,190.4,11.47,42.49,63380,41169,8.27,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,NA,2:30,NA,"AJH, JS",23,26.4,91.1,5.88,37.44,56408,36666,7.82,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,N,2:30,NA,"AJH, JS",29,26.6,91,5.91,37.62,56601,36780,7.8,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,N,2:30,NA,"AJH, JS",7,26,77.9,5.11,37.52,56584,36772,7.43,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,3:00,NA,KWG,50,26.8,93.4,6.06,37.46,56438,36684,7.85,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,3:00,NA,KWG,33,26.8,90.3,5.86,37.51,56488,36719,7.83,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,3:00,NA,KWG,15,26.7,83,5.37,37.59,56632,36800,7.7,N,,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",16,23.7,70,5.43,13.93,23017,14981,8,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",15,23.7,61.2,4.74,13.93,23086,14988,7.83,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",12.8,23.5,53.8,4.18,13.92,23026,14978,7.75,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",28,23.4,80.1,6.31,13.42,22279,14482,8.75,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",29,23.4,82.1,6.46,13.4,22255,14469,8.74,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",11.5,23.7,67.3,5.26,13.36,22176,14412,8.6,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",37,23.8,61.3,4.73,13.57,22509,14630,8.95,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",40,23.9,56.3,4.39,13.56,22491,14620,8.92,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",35,23.8,51.8,4.02,13.54,22467,14601,8.91,N,Sampled in pond just outside plot ,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,3:07,NA,"KWG,AND,JS,JP,LU,KT",12,33.8,130,8.4,16.86,27743,18047,8.42,N,Outside Plot,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,3:07,NA,"KWG,AND,JS,JP,LU,KT",17.7,34.2,127.8,8.2,17.77,29097,18912,8.41,N,Outside Plot,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,3:07,NA,"KWG,AND,JS,JP,LU,KT",12.8,32.9,98,6.43,17.31,28378,18446,8.34,N,Outside Plot,,,
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",4.3,30.2,102.1,6.61,27.3,42745,27760,8.22,Y,,,,
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",5.8,30.7,86.5,5.54,27.65,43176,28069,8.05,Y,Outside Plot,,,
